"","n","r","lambda01","mu01","lambda02","mu02","lambda03","mu03","lambda04","mu04","lambda05","mu05","lambda06","mu06"
"1",20,20,1.15347264601947,1.33446641598212,1.08965739406942,1.32178767804838,0.84292959631545,1.23491090166828,1.38697272050902,1.40418299224368,0.494535011282791,1.16153043298021,0.214574875933842,0.40791034151162
"2",20,20,2.34965523105775,1.64636658999384,2.21687012004059,1.63014502674215,2.08020194631503,1.61798984619661,2.20487246504514,1.62294737805113,2.58239335495709,1.82082159387719,0.871443750781366,1.31807611831074
"3",20,20,1.17667251459825,1.38305599651772,1.1002872482242,1.35598931056537,1.08393955558466,1.34977881848929,1.34443761851249,1.43076801517044,1.03898287219044,1.4262769597548,0.597431500501384,1.10321486406774
"4",20,20,3.25458955636288,1.63109221814164,2.78100107294082,1.59916762796429,2.0345358042531,1.52672295862878,0.639200645217235,1.09461970526254,1.28835747780922,1.48702523384964,0.596685855551803,1.06209334500183
"5",20,20,1.46948112809317,1.47082648229394,1.41442801457603,1.45105003149487,1.41442801457603,1.45105003149487,1.66978675753153,1.51087407881193,1.32234994710925,1.52299826839371,0.725954500184657,1.20773304371096
"6",20,20,1.68944658665317,1.5324034154753,1.46073112309775,1.49590020155455,1.27077740139642,1.45305735179779,1.39824141180716,1.47710469164783,0.985284275807135,1.44999929073893,0.521835428924282,1.06215677693932
"7",20,20,2.23544779197904,1.5667678411275,2.08504473836499,1.55001485090634,2.05342833339084,1.54688884676894,2.29587347186365,1.57372222987497,1.5790698278724,1.5266433870228,0.951476992657019,1.2944660216489
"8",20,20,1.77451893846562,1.52212236613537,1.72664798093881,1.51056574961716,1.69512950503413,1.5026909836255,2.02428478123516,1.54685026611758,1.34477672390496,1.4966865575302,0.734839805771204,1.18815993593073
"9",20,20,1.09098265775824,1.30031283524146,1.07046535860824,1.28844279419168,1.07046535860824,1.28844279419168,1.28683382865341,1.38193380933051,1.04944017671044,1.42081443138318,0.542018528951332,1.02431437869093
"10",20,20,1.03869266629738,1.30737450676102,0.854310034510419,1.21295328906645,0.849162183258807,1.20909343000226,0.985227747485545,1.277432312153,0.733646718322519,1.28881677826955,0.363870024451306,0.781739074356272
"11",20,20,1.3324851830347,1.48036370643651,1.29457812609659,1.47054497711885,1.23388206774438,1.44927223469952,1.38992471601853,1.49209796567037,1.01493321293629,1.45658674220198,0.604290185568041,1.15648547321199
"12",20,20,1.72768251426642,1.69676076624364,1.70221815604175,1.69324704634474,1.64324581278324,1.68346736868061,1.72678257769951,1.69040415644505,1.11883291867052,1.62002225348406,0.652627044972216,1.32166261647295
"13",20,20,2.26499875008754,1.52291245711916,2.23693010501694,1.51902900530396,2.23409981981452,1.51868887839842,2.42895439958837,1.54410968175636,1.7088903444499,1.50865066071856,1.01138607078332,1.27355034277165
"14",20,20,2.71451751354276,1.6112571550267,2.61820298779939,1.6022396585232,2.3698163023162,1.5799606430405,2.77485098884898,1.61238378780606,1.29414462578982,1.50355382662788,0.6259491480437,1.10776893587851
"15",20,20,0.995209323302306,1.33961678350702,0.876773814097978,1.27512301249209,0.726885496663097,1.19627664604117,0.697552754797276,1.20974167684074,0.509790266487516,1.24805837198919,0.225723112397398,0.523751617653287
"16",20,20,1.35775638964024,1.39902671576025,1.28590831497148,1.37772453262353,1.24595262534481,1.36621382247072,1.61078732523156,1.45957289664048,0.788966345051028,1.35173402395447,0.363735145572186,0.803599062698224
"17",20,20,7.81746392597656,1.82031833346464,7.24510943951731,1.81359695326853,6.86994393947769,1.80741452604345,9.48632949030062,1.84393988620731,4.15823367948411,1.71652971401665,3.01325752128101,1.63827646506277
"18",20,20,1.16736589381897,1.46631559054163,1.15375550643617,1.46169836907912,1.08658880138334,1.4422718720248,1.13243832609302,1.46010088297331,0.838874170851808,1.45668546991941,0.453838373029774,1.0506978096742
"19",20,20,1.02752898278965,1.36559219307853,0.992255458048275,1.35043356022614,0.97384047975819,1.34274713605596,1.07702749737467,1.37686727099444,1.69896385360431,2.71513644362827,0.409894509949684,0.920890577208904
"20",20,20,0.880986458290934,1.3363097146422,0.887241240268707,1.34016679008729,0.869878698089773,1.32935773941706,0.941489850282336,1.36368274753987,0.791853232451672,1.42185723064297,0.415379617280903,0.978218019693818
"21",20,20,1.38402508964193,1.55402019151302,1.37170709263766,1.55117916959118,1.36332860461725,1.54922479286984,1.40490421758348,1.55568299772172,1.02003706639516,1.55161465281854,0.549462842689641,1.17999986017925
"22",20,20,2.18926863415829,1.60008843214407,2.17415701774684,1.59726054562646,2.17415701774684,1.59726054562646,2.27105260887854,1.61172614663112,1.46882900962651,1.55177429016046,0.851311457018517,1.28885767151166
"23",20,20,1.74241545927056,1.50890004850625,1.72588865921741,1.50633914733264,1.67604374022271,1.49838736848471,1.90980936531253,1.52831421636254,1.42449753037631,1.51146622047245,0.805237746045173,1.22778657174623
"24",20,20,1.74543640130019,1.58830651959226,1.58228654899372,1.56036444298692,1.58228654899372,1.56036444298692,1.81746080133133,1.58725396015542,1.46626344228534,1.5663805516755,0.923904063606406,1.35185922053198
"25",20,20,1.11277314802571,1.28437490181757,1.00045923176957,1.23959506860554,0.921749832823407,1.20094258599918,1.18294367124994,1.29542717331462,0.986615159004284,1.32602938214428,0.535662139001323,0.953871777711504
"26",20,20,1.64991113893975,1.59797775936727,1.64473893057011,1.59667658139571,1.6384687031417,1.59509091901781,1.87371039163491,1.63736923482679,1.32265343430191,1.60069579812123,0.76568370135796,1.3208173746921
"27",20,20,3.76788754353782,1.72505440581883,3.43946569813063,1.7101478048696,2.74620607038128,1.67418076618247,3.00388926988488,1.68374803189611,2.14741309368828,1.6722702009643,1.10992931058141,1.3968131736748
"28",20,20,1.83319449284527,1.5898370134038,1.82257298924357,1.58749725953934,1.78680882920296,1.5810141111212,1.86698951682165,1.59418742062074,1.33678629703782,1.55522177881282,0.79905389914284,1.2968435330381
"29",20,20,3.77545909198564,1.70350339748155,3.71919354733648,1.70059676451246,3.53108692601408,1.6899809279505,3.78341408433311,1.68510951308233,2.80951000212938,1.64481295725778,1.89086412580436,1.51761618091172
"30",20,20,0.802213596613913,1.22003536148232,0.786834043783074,1.20645010764913,0.78497979157902,1.2047852714149,0.94044086819951,1.32451475437918,0.730173749523872,1.3399407927383,0.38874359734114,0.889924056564561
"31",20,20,1.33874405638069,1.55023622861459,1.26094698079885,1.51994782266703,1.22578149806858,1.50876628376374,1.3213401025875,1.53015806385377,1.82391286765748,1.87622140292296,0.529227976148526,1.14021065063679
"32",20,20,1.14441190781197,1.48268341775784,1.02386846057242,1.43574266771589,0.992222585536116,1.42581687303289,1.0984108576937,1.45084158293947,1.95809655145544,1.96977511398851,0.476515998562225,1.07243939105912
"33",20,20,0.939746292302856,1.36260435124237,0.831094597502245,1.31501544840987,0.810258935320791,1.30499915775166,0.872895647744678,1.33234374445838,1.79758631087334,2.60498981638574,0.3474006118354,0.853906984194169
"34",20,20,1.52086830686486,1.5875638043484,1.44672977162583,1.56438551672049,1.38579824081146,1.5430721547211,1.57702089403671,1.58248797199199,1.09986156350515,1.54397614978189,0.616515188356321,1.21482131079416
"35",20,20,1.94172686511134,1.50267384034809,1.89977063069533,1.49526505304028,1.77073986375266,1.47818649797176,2.38027730188031,1.54276203060914,1.70979388886563,1.5094929259214,1.02494041746208,1.28235185477267
"36",20,20,1.61371375218266,1.48703438739966,1.45979578829966,1.46169277279208,1.29256598468668,1.42917846782441,1.31133405879984,1.41983431256336,0.958667807738309,1.40710903634245,0.503052046659323,1.00606477830507
"37",20,20,2.23203437134506,1.55949866794402,2.172524203511,1.55446566285552,2.14959319272765,1.55293846598942,2.1855869527091,1.55715006491531,1.72243870290568,1.53370958426314,1.08404226037593,1.33356713561391
"38",20,20,2.18266675670925,1.59403215126342,2.18266675670925,1.59403215126342,2.10029929435497,1.58426573581717,2.33864027823956,1.61028014142958,1.66110076568603,1.57333084428947,1.00497645006857,1.3475527761857
"39",20,20,1.94446021815803,1.46741614051876,1.91683861460303,1.46234615364925,1.89875926409644,1.45872728035335,2.00153923411695,1.47252776078478,1.45439947533534,1.44982664386522,0.842234887143372,1.18191610334401
"40",20,20,3.03298946458732,1.6503461664198,2.77234173246873,1.62710612153088,2.6407246589431,1.6167632831766,3.45635466236519,1.67201826461846,1.77169966318761,1.59206775686762,0.913325884961793,1.28859224130796
"41",20,20,1.24158966440131,1.35701659559718,1.18223204149385,1.34346954723052,1.16534551050577,1.33681078248481,1.21395790772401,1.34345022903782,0.985053667403411,1.37917065227087,0.53335468821533,1.00402910686193
"42",20,20,1.59376359873286,1.48697433348336,1.57950639977698,1.48478154880441,1.57950639977698,1.48478154880441,1.65636919835398,1.50325719225237,1.72998118641553,1.68143970298115,0.649745686907842,1.14799360038668
"43",20,20,3.52906179725319,1.63410778462135,3.13755326385446,1.60775291288308,2.33563106798764,1.54625345933336,0.429665209863908,0.872883184924757,1.030698956903,1.43084247545373,0.416121641494699,0.854421130971165
"44",20,20,4.29784051585215,1.68975033355802,4.12820783115316,1.68262886465247,3.93869544841623,1.67437432102174,4.12793835581269,1.67870406238316,2.6743007115964,1.63622754300528,1.50191269545778,1.42781527342884
